Time,Relevant Segment,Right Hand Position X,Right Hand Position Y,Right Hand Position Z,Right Hand Velocity X,Right Hand Velocity Y,Right Hand Velocity Z,Right Hand Orientation X,Right Hand Orientation Y,Right Hand Orientation Z,Right Hand Angular Velocity X,Right Hand Angular Velocity Y,Right Hand Angular Velocity Z,Right Hand Angular Velocity W, 
0.069246,0,-165.199583,126.281098,86.897513,7.042313,4.495281,-3.829809,-0.775106,-0.582917,0.006759,0.243666,22.200592,96.102395,31.11043
0.1670,0,-161.091304,133.585829,81.416691,-7.249864,8.543298,-3.464367,-0.8103,-0.549656,0.005023,0.203143,27.323807,-31.88139,-14.806875
0.278033,0,-166.697682,124.952497,70.502655,1.108563,5.210721,-4.682034,-0.827291,-0.544565,0.05921,0.12463,-38.176184,-11.170968,-0.849089
0.375016,0,-171.769927,115.941379,66.934341,1.012228,5.779688,-2.544251,-0.815634,-0.56288,0.089632,0.099364,-39.861632,-11.713065,-31.721004
0.472332,0,-171.562303,116.174259,66.107343,0.01064,-0.678289,-0.184504,-0.817481,-0.561029,0.090684,0.093529,4.30384,-6.768706,7.449381
0.571577,0,-174.23843,112.395737,68.871724,1.791516,1.586606,-2.621983,-0.82008,-0.55247,0.117643,0.091681,-19.909557,-2.176031,-37.174129
0.666936,0,-176.583915,108.825731,70.591685,2.062219,1.528365,-4.410779,-0.818431,-0.550417,0.138461,0.08967,-8.908176,13.849629,-16.791376
0.764397,0,-177.585419,107.513304,71.438374,0.529651,1.646406,-1.187774,-0.822047,-0.542462,0.151974,0.082931,-9.46635,6.766248,-11.74444
0.875609,0,-177.137233,108.153693,69.624353,-0.725531,1.549667,-0.939835,-0.827633,-0.535615,0.1533,0.068119,-0.035824,-2.622039,-4.054086
0.973135,0,-177.44344,106.391431,64.914392,-0.575261,0.480769,-3.428877,-0.82849,-0.536347,0.155809,0.040752,-12.983049,-22.862074,-2.44723
1.070123,1000,-179.723674,102.274701,66.567747,2.232843,-0.287193,-6.336557,-0.82247,-0.540733,0.171458,0.041865,-9.861114,-26.151509,-34.853139
1.167447,1000,-180.124806,101.438033,66.913606,-0.523926,0.019839,0.768988,-0.82093,-0.542297,0.173767,0.04235,1.09987,-4.125073,5.400242
1.264507,1000,-180.189974,101.213638,66.238975,-0.652573,-0.173319,0.622915,-0.819893,-0.544403,0.172436,0.040816,-0.703896,-0.590339,3.343965
1.375824,1000,-180.168001,101.260724,65.984433,-0.258625,-0.255276,-1.477161,-0.820622,-0.543519,0.172235,0.038749,-4.171397,-8.588524,2.340079
1.473122,1000,-180.457257,100.823496,66.383839,-0.699649,-0.156259,2.217822,-0.820796,-0.542373,0.175087,0.038334,2.045795,7.454343,0.504708
1.570319,1000,-180.792867,100.303324,66.347517,0.777061,0.4004,-2.635212,-0.820454,-0.541863,0.178585,0.036699,-4.057429,-0.9937,-1.322695
1.667897,1000,-182.216867,97.586647,66.637671,0.021756,0.210412,-1.748022,-0.815468,-0.546663,0.186854,0.035464,-0.647588,-0.897371,-0.122395
1.764694,1000,-182.138853,97.348739,67.211859,-0.929851,-0.178569,-0.591818,-0.816556,-0.544965,0.187139,0.035064,-4.826659,-6.4621,-6.675055
1.876161,1000,-182.559084,96.638189,67.551264,0.03909,0.148778,-0.25961,-0.817095,-0.542817,0.191434,0.032544,-3.125488,-2.507257,-2.873331
1.973377,1000,-182.681905,96.330536,67.077816,-0.996747,0.143943,0.489907,-0.817156,-0.542756,0.191921,0.028939,-1.242503,-1.091915,1.936813
2.070745,1000,-182.760185,96.179174,66.871486,-1.033295,0.015218,1.461736,-0.818404,-0.540744,0.192833,0.025036,-0.90347,-0.805759,-0.759902
2.168568,1000,-182.902117,95.883463,67.023735,-0.385354,-0.048778,0.712793,-0.818303,-0.540633,0.193637,0.024511,-0.317618,-0.211557,-2.111745
2.26508,1000,-182.883927,95.74361,66.637275,-0.616847,0.606685,0.853031,-0.819819,-0.538195,0.194602,0.019315,-4.531154,-9.518268,-0.550522
2.37652,1000,-182.844581,97.069623,70.701469,0.102857,0.329601,2.517618,-0.816142,-0.543335,0.191118,0.04661,20.612384,14.560338,-17.578194
